chr	start	end	strand	pvalue	qvalue	meth.diff
chr5	270001	271000	*	1	0	-15.387069386915
chr5	308001	309000	*	1	0	-18.3936638645851
chr5	370001	371000	*	1	0	12.1510673234811
chr5	399001	400000	*	1	0	20.4818258664412
chr5	540001	541000	*	1	0	-20.5627705627706
chr5	541001	542000	*	1	0	-16.8038140020899
chr5	561001	562000	*	1	0	-11.4690608300109
chr5	607001	608000	*	1	0	-15.0295440993115
chr5	633001	634000	*	1	0	-13.7373737373737
chr5	677001	678000	*	1	0	-15.5375225885642
chr5	758001	759000	*	1	0	16.1661499344896
chr5	840001	841000	*	1	0	-11.1666666666667
chr5	947001	948000	*	1	0	10.2649006622517
chr5	1005001	1006000	*	1	0	18.0924994794636
chr5	1108001	1109000	*	1	0	10.6784144118383
chr5	1118001	1119000	*	1	0	-11.2760896255371
chr5	1142001	1143000	*	1	0	-14.4740082079343
chr5	1219001	1220000	*	1	0	26.8881017080745
chr5	1223001	1224000	*	1	0	-16.9175629585045
chr5	1245001	1246000	*	1	0	12.6685897177401
chr5	1265001	1266000	*	1	0	-12.5292096219931
chr5	1284001	1285000	*	1	0	12.4530500649904
chr5	1294001	1295000	*	1	0	-31.7246059826311
chr5	1296001	1297000	*	1	0	13.4093408867811
chr5	1379001	1380000	*	1	0	-34.4413012729844
chr5	1409001	1410000	*	1	0	10.7508805635607
chr5	1505001	1506000	*	1	0	-19.7065779556618
chr5	1509001	1510000	*	1	0	-25.6721474757807
chr5	1518001	1519000	*	1	0	-17.2344749267826
chr5	1725001	1726000	*	1	0	-15.7594922678677
chr5	1770001	1771000	*	1	0	14.6464646464646
chr5	1834001	1835000	*	1	0	-17.5074041077749
chr5	1871001	1872000	*	1	0	11.7315845257022
chr5	1888001	1889000	*	1	0	10.2128175799799
chr5	1950001	1951000	*	1	0	10.915673458926
chr5	2005001	2006000	*	0.99999993170056	0	10.4065040650407
chr5	2048001	2049000	*	1	0	13.2178305565402
chr5	2112001	2113000	*	1	0	-11.592116683249
chr5	2141001	2142000	*	1	0	-17.002688172043
chr5	2495001	2496000	*	1	0	-27.6846057571965
chr5	2536001	2537000	*	1	0	-21.3372057999376
chr5	2547001	2548000	*	1	0	-18.7400833435043
chr5	2567001	2568000	*	1	0	14.0280888391191
chr5	2592001	2593000	*	1	0	-20.8909370199693
chr5	2628001	2629000	*	1	0	-20.9259259259259
chr5	2686001	2687000	*	1	0	-13.0777979258128
chr5	2753001	2754000	*	1	0	-11.647619047619
chr5	3056001	3057000	*	1	0	-10.3641456582633
chr5	3103001	3104000	*	1	0	17.6869391824526
chr5	3104001	3105000	*	1	0	11.2978458251736
chr5	3188001	3189000	*	1	0	23.2093506048188
chr5	3276001	3277000	*	1	0	-10.4045487223057
chr5	3339001	3340000	*	1	0	-30.9701005353179
chr5	3592001	3593000	*	1	0	-11.2810242617845
chr5	3605001	3606000	*	1	0	-11.6763989591329
chr5	3827001	3828000	*	1	0	13.6386352278406
chr5	4001001	4002000	*	1	0	10.426614481409
chr5	4942001	4943000	*	1	0	10.596458527493
chr5	5494001	5495000	*	1	0	11.4692776675332
chr5	5688001	5689000	*	1	0	16.5261180608289
chr5	6350001	6351000	*	1	0	15.4656180400891
chr5	6410001	6411000	*	1	0	-23.5291694133158
chr5	6700001	6701000	*	1	0	12.0821018062397
chr5	6822001	6823000	*	1	0	-11.6087175610985
chr5	6989001	6990000	*	1	0	-10.937333418623
chr5	7305001	7306000	*	1	0	14.7581139007961
chr5	7518001	7519000	*	1	0	-11.6091438816674
chr5	8457001	8458000	*	1	0	-22.3208993383962
chr5	10584001	10585000	*	1	0	10.5393984588615
chr5	11181001	11182000	*	1	0	11.000790513834
chr5	13889001	13890000	*	1	0	11.12619432987
chr5	14507001	14508000	*	1	0	-11.4872489280072
chr5	17056001	17057000	*	1	0	-19.8058806737082
chr5	18113001	18114000	*	1	0	-14.996142400529
chr5	27493001	27494000	*	1	0	10.9798534798535
chr5	28684001	28685000	*	1	0	-11.5583005293878
chr5	31469001	31470000	*	1	0	29.8507462686567
chr5	31692001	31693000	*	1	0	33.6686534245316
chr5	31890001	31891000	*	1	0	12.163956900799
chr5	32608001	32609000	*	1	0	-14.5185380425233
chr5	33032001	33033000	*	1	0	-10.7842025699169
chr5	34035001	34036000	*	1	0	14.4761904761905
chr5	35003001	35004000	*	1	0	15.1785714285714
chr5	37127001	37128000	*	1	0	-13.4162915144823
chr5	38189001	38190000	*	1	0	13.6517968283525
chr5	38873001	38874000	*	1	0	10.9442163728568
chr5	39024001	39025000	*	1	0	10.4182225541449
chr5	43145001	43146000	*	1	0	33.6001642036125
chr5	52709001	52710000	*	1	0	10.3809491153477
chr5	54515001	54516000	*	1	0	16.1008682079797
chr5	54884001	54885000	*	1	0	12.5789416774065
chr5	55903001	55904000	*	1	0	20.853014158517
chr5	55929001	55930000	*	1	0	15.7862862526075
chr5	59152001	59153000	*	1	0	13.6936339522546
chr5	65035001	65036000	*	1	0	10.2609121529526
chr5	65828001	65829000	*	1	0	12.5327240706364
chr5	68226001	68227000	*	1	0	26.1852979556329
chr5	72179001	72180000	*	1	0	-13.9500734214391
chr5	74611001	74612000	*	1	0	-14.6694214876033
chr5	74641001	74642000	*	1	0	10.6106810728804
chr5	76372001	76373000	*	1	0	11.9714115544967
chr5	76714001	76715000	*	1	0	10.8556832694764
chr5	76820001	76821000	*	1	0	10.6568335705352
chr5	77091001	77092000	*	1	0	10.2472399315814
chr5	78359001	78360000	*	1	0	20.9704749679076
chr5	78741001	78742000	*	1	0	10.3994938761471
chr5	79066001	79067000	*	1	0	12.3717948717949
chr5	79286001	79287000	*	1	0	16.8227316758153
chr5	80142001	80143000	*	1	0	-14.8530057042563
chr5	81901001	81902000	*	1	0	-11.6368047779022
chr5	81983001	81984000	*	1	0	11.1246200607903
chr5	83775001	83776000	*	1	0	-14.1941391941392
chr5	85647001	85648000	*	1	0	-11.7396785376615
chr5	85938001	85939000	*	1	0	13.2904749409604
chr5	88693001	88694000	*	1	0	-14.9319727891156
chr5	88722001	88723000	*	1	0	-21.4950372208437
chr5	91815001	91816000	*	1	0	-12.1264367816092
chr5	93570001	93571000	*	1	0	20.8679938105101
chr5	93571001	93572000	*	1	0	27.0895592929491
chr5	93572001	93573000	*	1	0	18.1899222911881
chr5	93588001	93589000	*	1	0	-17.3084343421549
chr5	93595001	93596000	*	1	0	-18.9234583105515
chr5	95670001	95671000	*	1	0	-15.2614379084967
chr5	95766001	95767000	*	1	0	11.2166076601223
chr5	95827001	95828000	*	1	0	18.9239332096475
chr5	104637001	104638000	*	1	0	-11.1106944652767
chr5	104911001	104912000	*	1	0	14.8360871235869
chr5	107494001	107495000	*	1	0	-12.5264394829612
chr5	115509001	115510000	*	1	0	-13.5085862150082
chr5	116361001	116362000	*	1	0	-11.4447272075433
chr5	117222001	117223000	*	1	0	11.3967981490465
chr5	119020001	119021000	*	1	0	-33.9022679448211
chr5	119273001	119274000	*	1	0	20.0654983182864
chr5	126229001	126230000	*	1	0	-31.7647058823529
chr5	130055001	130056000	*	1	0	12.9229578010066
chr5	132273001	132274000	*	1	0	16.045414363464
chr5	132814001	132815000	*	1	0	14.2899908585303
chr5	133040001	133041000	*	1	0	10.0517598343685
chr5	133742001	133743000	*	1	0	-14.8353253292138
chr5	134110001	134111000	*	1	0	11.2112586970272
chr5	134116001	134117000	*	1	0	21.3993710691824
chr5	134875001	134876000	*	1	0	-12.4358974358974
chr5	135247001	135248000	*	1	0	-19.7380616394319
chr5	135265001	135266000	*	1	0	-10.5062413314841
chr5	135338001	135339000	*	1	0	-11.6279069767442
chr5	135459001	135460000	*	1	0	21.286596830513
chr5	135490001	135491000	*	1	0	12.0463144603302
chr5	136046001	136047000	*	1	0	11.3807488807489
chr5	136079001	136080000	*	1	0	-13.1413874718465
chr5	136527001	136528000	*	1	0	26.4063384267119
chr5	137069001	137070000	*	1	0	-15.8345329191605
chr5	137639001	137640000	*	1	0	-13.2928542753914
chr5	139105001	139106000	*	1	0	-16.5331442750798
chr5	139470001	139471000	*	1	0	19.1789253400628
chr5	139471001	139472000	*	1	0	18.8422629567911
chr5	139526001	139527000	*	1	0	19.3647770069951
chr5	139681001	139682000	*	1	0	-30.2481137697335
chr5	139789001	139790000	*	1	0	-14.3774069319641
chr5	139863001	139864000	*	1	0	-19.1697285651078
chr5	139968001	139969000	*	1	0	-14.120070309212
chr5	140363001	140364000	*	1	0	-24.0697218958089
chr5	140631001	140632000	*	1	0	-11.5722798683169
chr5	140648001	140649000	*	1	0	-45.7364341085271
chr5	140797001	140798000	*	1	0	-10.3045886075949
chr5	140798001	140799000	*	0.999999955513915	0	-15.7326892109501
chr5	141009001	141010000	*	1	0	13.9383412939644
chr5	141157001	141158000	*	1	0	-25.053028443387
chr5	141174001	141175000	*	1	0	22.6488722838544
chr5	141489001	141490000	*	1	0	12.2432452330119
chr5	141490001	141491000	*	1	0	-11.1925111925112
chr5	141683001	141684000	*	1	0	26.1538461538461
chr5	141809001	141810000	*	1	0	-10.4395604395604
chr5	141968001	141969000	*	1	0	20.0141525141525
chr5	142187001	142188000	*	1	0	14.4603718199609
chr5	142314001	142315000	*	1	0	-11.6133004926108
chr5	142780001	142781000	*	1	0	-12.6195832720086
chr5	144334001	144335000	*	1	0	23.7795935470354
chr5	145729001	145730000	*	1	0	10.8749201715172
chr5	147466001	147467000	*	1	0	17.3684210526316
chr5	147751001	147752000	*	1	0	11.8553585817889
chr5	148221001	148222000	*	1	0	19.655028515788
chr5	148483001	148484000	*	1	0	14.4442283650507
chr5	149932001	149933000	*	1	0	12.031746031746
chr5	150010001	150011000	*	1	0	-27.8886554621849
chr5	150133001	150134000	*	1	0	11.9995935785409
chr5	150137001	150138000	*	1	0	10.1349411426931
chr5	150279001	150280000	*	1	0	-25.3869253869254
chr5	150417001	150418000	*	1	0	-10.625641025641
chr5	150495001	150496000	*	1	0	24.6942492844132
chr5	150619001	150620000	*	1	0	-26.3996234823471
chr5	150783001	150784000	*	1	0	10.6292966684294
chr5	150846001	150847000	*	1	0	13.8852501964894
chr5	151031001	151032000	*	1	0	10.1101476447153
chr5	151632001	151633000	*	1	0	11.7386934673367
chr5	151687001	151688000	*	1	0	12.3214285714286
chr5	152226001	152227000	*	1	0	11.0754414125201
chr5	154691001	154692000	*	1	0	-23.5020449897751
chr5	154940001	154941000	*	1	0	-37.7089672453911
chr5	157464001	157465000	*	1	0	13.3040131940627
chr5	157651001	157652000	*	1	0	-10.7509532876918
chr5	157690001	157691000	*	1	0	-16.7928578469132
chr5	157879001	157880000	*	1	0	23.1720092185208
chr5	158863001	158864000	*	1	0	-14.3327067669173
chr5	160685001	160686000	*	1	0	10.5565371024735
chr5	161806001	161807000	*	1	0	19.7183098591549
chr5	164934001	164935000	*	1	0	12.1681415929204
chr5	169795001	169796000	*	1	0	-10.6021013664326
chr5	170604001	170605000	*	1	0	11.5948275862069
chr5	171483001	171484000	*	1	0	-13.6249371543489
chr5	172092001	172093000	*	1	0	-11.1295422735991
chr5	172103001	172104000	*	1	0	12.4293785310734
chr5	172174001	172175000	*	1	0	24.7907657971823
chr5	172322001	172323000	*	1	0	15.0047483380817
chr5	172339001	172340000	*	1	0	11.9054193007845
chr5	172433001	172434000	*	1	0	17.9110105580694
chr5	173412001	173413000	*	1	0	-15.534188034188
chr5	173555001	173556000	*	1	0	-19.0602935758731
chr5	173730001	173731000	*	1	0	-10.6110283159463
chr5	173756001	173757000	*	1	0	-21.875
chr5	173825001	173826000	*	1	0	-11.7674872188894
chr5	174156001	174157000	*	1	0	11.0956126834807
chr5	174307001	174308000	*	1	0	-18.6154649947753
chr5	174311001	174312000	*	1	0	-52.6136672095548
chr5	174564001	174565000	*	1	0	10.1566776641861
chr5	174708001	174709000	*	1	0	-14.7900541132954
chr5	174795001	174796000	*	1	0	10.7739355445777
chr5	174923001	174924000	*	1	0	-14.9637539184953
chr5	175610001	175611000	*	1	0	-18.1564894358022
chr5	175879001	175880000	*	1	0	14.4260713569528
chr5	176150001	176151000	*	1	0	42.7630805408583
chr5	176415001	176416000	*	1	0	12.476495004376
chr5	176726001	176727000	*	1	0	15.683962264151
chr5	176746001	176747000	*	1	0	11.9373028021618
chr5	176823001	176824000	*	1	0	-14.324211434038
chr5	176830001	176831000	*	1	0	-12.8005198180637
chr5	176843001	176844000	*	1	0	-11.4442946990117
chr5	176851001	176852000	*	1	0	-23.2344612007722
chr5	176852001	176853000	*	1	0	-14.6512637307602
chr5	176879001	176880000	*	1	0	-21.3658704097182
chr5	177117001	177118000	*	1	0	22.5014070657342
chr5	177332001	177333000	*	1	0	13.7006427915519
chr5	177432001	177433000	*	1	0	13.0129449838188
chr5	177459001	177460000	*	1	0	-16.2050078247261
chr5	177525001	177526000	*	1	0	-10.984787182392
chr5	177986001	177987000	*	1	0	-10.8407960199005
chr5	178073001	178074000	*	1	0	-17.015147291144
chr5	178101001	178102000	*	1	0	69.7660098522168
chr5	178187001	178188000	*	1	0	-17.4820090158195
chr5	178223001	178224000	*	1	0	-15.472972972973
chr5	178229001	178230000	*	1	0	-14.6942389832274
chr5	178435001	178436000	*	1	0	16.0479386385427
chr5	178548001	178549000	*	1	0	18.4088881680318
chr5	179111001	179112000	*	1	0	-10.4883248654887
chr5	179139001	179140000	*	1	0	-13.0555555555556
chr5	179206001	179207000	*	1	0	13.775904460836
chr5	179216001	179217000	*	1	0	11.9277680975764
chr5	179240001	179241000	*	1	0	10.7172446443366
chr5	179302001	179303000	*	1	0	13.1842856458315
chr5	179609001	179610000	*	1	0	-15.3032153032153
chr5	179744001	179745000	*	1	0	-24.5174714787974
chr5	179777001	179778000	*	1	0	-16.1538461538462
chr5	179871001	179872000	*	1	0	-11.3584117032393
chr5	179881001	179882000	*	1	0	-15.0148957298908
chr5	180072001	180073000	*	1	0	14.3767405391278
chr5	180161001	180162000	*	1	0	13.1301421091997
chr5	180177001	180178000	*	1	0	11.3864118279258
chr5	180324001	180325000	*	1	0	-11.0269384889877
chr5	180641001	180642000	*	1	0	10.4760906040268
chr5	180643001	180644000	*	1	0	17.3872180451128
chr5	180659001	180660000	*	1	0	10.5947974292223
chr5	181175001	181176000	*	1	0	-17.96955877004
chr6	330001	331000	*	1	0	10.7078039927405
chr6	503001	504000	*	1	0	35.9885620915033
chr6	761001	762000	*	1	0	-11.2003511081852
chr6	1245001	1246000	*	0.999999877591069	0	-19.3236714975845
chr6	1317001	1318000	*	1	0	15.7726346858715
chr6	1413001	1414000	*	1	0	14.5191409897292
chr6	1515001	1516000	*	1	0	16.4895635673624
chr6	1523001	1524000	*	1	0	12.4982072243736
chr6	1554001	1555000	*	1	0	14.1630002095118
chr6	1624001	1625000	*	1	0	10.1233223929746
chr6	1874001	1875000	*	1	0	-16.0268297349405
chr6	2463001	2464000	*	1	0	10.2726544831364
chr6	2842001	2843000	*	1	0	11.2015731189844
chr6	3023001	3024000	*	1	0	18.8368180725787
chr6	3501001	3502000	*	1	0	10.5358090185676
chr6	3527001	3528000	*	1	0	-19.2592592592593
chr6	3887001	3888000	*	1	0	-18.8651123176834
chr6	4001001	4002000	*	1	0	14.2045454545455
chr6	4078001	4079000	*	1	0	-10.4172347968366
chr6	4405001	4406000	*	1	0	-11.0393600760142
chr6	5026001	5027000	*	1	0	14.127190632892
chr6	5067001	5068000	*	1	0	11.9455362156092
chr6	5087001	5088000	*	1	0	20.6117021276596
chr6	6820001	6821000	*	1	0	15.3819708764089
chr6	7441001	7442000	*	1	0	-10.1450856332497
chr6	7544001	7545000	*	1	0	13.3953771289538
chr6	7835001	7836000	*	1	0	-20.9414419033945
chr6	9140001	9141000	*	1	0	-10.1953671703179
chr6	9399001	9400000	*	1	0	-21.3681781338383
chr6	10560001	10561000	*	1	0	-25.5170561375235
chr6	10659001	10660000	*	1	0	13.0625141051681
chr6	11587001	11588000	*	1	0	-12.7458693941778
chr6	11778001	11779000	*	1	0	17.9531090723751
chr6	11797001	11798000	*	1	0	-10.2222222222222
chr6	13421001	13422000	*	1	0	-10.9390609390609
chr6	14784001	14785000	*	1	0	-19.5220588235294
chr6	15501001	15502000	*	1	0	-12.1829710144928
chr6	15512001	15513000	*	1	0	-11.6912092815707
chr6	16069001	16070000	*	1	0	-24.8589386334945
chr6	16277001	16278000	*	1	0	12.8019323671498
chr6	16486001	16487000	*	1	0	-14.3502824858757
chr6	17332001	17333000	*	1	0	-19.4366372632218
chr6	17580001	17581000	*	1	0	-12.3010769328395
chr6	18204001	18205000	*	1	0	-15.9809084924292
chr6	18215001	18216000	*	1	0	-15.4507061441352
chr6	20023001	20024000	*	1	0	13.7924888858085
chr6	20024001	20025000	*	1	0	31.0489301212031
chr6	22793001	22794000	*	1	0	-12.381981981982
chr6	24359001	24360000	*	1	0	-17.5858742607893
chr6	25962001	25963000	*	1	0	14.8185148185148
chr6	26025001	26026000	*	1	0	-14.9845426441171
chr6	26126001	26127000	*	1	0	10.4347826086957
chr6	26196001	26197000	*	1	0	13.1529553422814
chr6	26203001	26204000	*	1	0	-16.2235324656061
chr6	26215001	26216000	*	1	0	10.4467282604934
chr6	26309001	26310000	*	1	0	-11.2651975683891
chr6	27208001	27209000	*	1	0	19.0963341858483
chr6	27548001	27549000	*	1	0	-11.5421455938697
chr6	27827001	27828000	*	1	0	21.6783216783217
chr6	28398001	28399000	*	1	0	-39.2203234665853
chr6	28537001	28538000	*	1	0	24.1656292102256
chr6	28658001	28659000	*	1	0	18.3652173913043
chr6	28757001	28758000	*	1	0	-10.7817237603403
chr6	29621001	29622000	*	1	0	10.7529086156527
chr6	29680001	29681000	*	1	0	14.0115532734275
chr6	29755001	29756000	*	1	0	-10.652997099581
chr6	30480001	30481000	*	1	0	-19.3633514761669
chr6	30671001	30672000	*	1	0	10.5769230769231
chr6	30743001	30744000	*	1	0	-15.9797765123185
chr6	31013001	31014000	*	1	0	10.3448275862069
chr6	31041001	31042000	*	1	0	-16.0195068089805
chr6	31180001	31181000	*	1	0	-11.1275990562918
chr6	31499001	31500000	*	1	0	12.1094184365618
chr6	31683001	31684000	*	1	0	16.2624116208187
chr6	31765001	31766000	*	1	0	10.0114159200194
chr6	31888001	31889000	*	1	0	-14.2593140153755
chr6	31971001	31972000	*	1	0	12.6709708273553
chr6	32070001	32071000	*	1	0	-20.4914460063201
chr6	32150001	32151000	*	1	0	-10.7112743072629
chr6	32460001	32461000	*	1	0	15.2373254180691
chr6	32535001	32536000	*	1	0	-36.3223021582734
chr6	32666001	32667000	*	1	0	-14.4578313253012
chr6	32762001	32763000	*	1	0	-11.5374643505315
chr6	33092001	33093000	*	1	0	11.1768851303735
chr6	33201001	33202000	*	1	0	-86.4150943396226
chr6	33214001	33215000	*	1	0	13.1749729594808
chr6	33448001	33449000	*	0.999999932743361	0	-10.9090909090909
chr6	33838001	33839000	*	1	0	-21.5152522649821
chr6	33925001	33926000	*	1	0	-14.4983559939572
chr6	33976001	33977000	*	1	0	11.5384615384615
chr6	34056001	34057000	*	1	0	10.393839142312
chr6	34066001	34067000	*	1	0	-11.2585034013605
chr6	34076001	34077000	*	1	0	-10.7797537619699
chr6	34116001	34117000	*	1	0	-12.3627682933056
chr6	34130001	34131000	*	0.999999924804791	0	11.1320754716981
chr6	34393001	34394000	*	1	0	-18.36860670194
chr6	34562001	34563000	*	1	0	-10.3802612481858
chr6	35017001	35018000	*	1	0	-19.906548477977
chr6	35141001	35142000	*	1	0	22.3171878549093
chr6	35503001	35504000	*	1	0	18.256633089736
chr6	35764001	35765000	*	1	0	-37.0879605147189
chr6	35787001	35788000	*	1	0	13.0907044699804
chr6	36270001	36271000	*	1	0	10.548559599793
chr6	36388001	36389000	*	1	0	18.680165788792
chr6	36593001	36594000	*	1	0	10.7017825598201
chr6	36962001	36963000	*	1	0	15.6644539893271
chr6	37078001	37079000	*	1	0	-11.3261135000265
chr6	37102001	37103000	*	1	0	-23.8512487392815
chr6	37516001	37517000	*	1	0	18.7574671445639
chr6	37536001	37537000	*	1	0	11.4713099953038
chr6	38177001	38178000	*	1	0	31.3213102686787
chr6	39185001	39186000	*	0.999999924804791	0	12.3630947165513
chr6	39896001	39897000	*	1	0	10.1021450459653
chr6	41451001	41452000	*	1	0	-11.5651630496534
chr6	41505001	41506000	*	1	0	17.9924242424242
chr6	41578001	41579000	*	1	0	11.7978272390037
chr6	41599001	41600000	*	1	0	10.2124183006536
chr6	41637001	41638000	*	1	0	13.0248874578821
chr6	41947001	41948000	*	1	0	49.1354663036079
chr6	42007001	42008000	*	1	0	15.352640730276
chr6	42259001	42260000	*	1	0	-18.4569715142429
chr6	42554001	42555000	*	1	0	12.3183727120117
chr6	42911001	42912000	*	1	0	-13.4678163090701
chr6	42925001	42926000	*	1	0	13.4307022157489
chr6	42960001	42961000	*	1	0	-21.5510891297485
chr6	43123001	43124000	*	1	0	-17.9962171784602
chr6	43124001	43125000	*	1	0	-13.9748349834983
chr6	43283001	43284000	*	1	0	12.5330291797358
chr6	43285001	43286000	*	1	0	13.8933410485135
chr6	44654001	44655000	*	1	0	11.0065385377452
chr6	46853001	46854000	*	1	0	18.575487012987
chr6	50821001	50822000	*	1	0	11.2925170068027
chr6	57765001	57766000	*	0.999999937087175	0	11.6881551994216
chr6	60663001	60664000	*	1	0	23.6305497478785
chr6	64552001	64553000	*	1	0	12.6575266583576
chr6	69137001	69138000	*	1	0	11.2573099415205
chr6	69432001	69433000	*	1	0	20.8874363923495
chr6	70232001	70233000	*	1	0	13.8494318181818
chr6	73348001	73349000	*	1	0	-11.5347295126622
chr6	73355001	73356000	*	1	0	-31.8003747232158
chr6	80338001	80339000	*	1	0	30.1599448993648
chr6	85838001	85839000	*	1	0	-10.9531772575251
chr6	87239001	87240000	*	1	0	21.7629385539833
chr6	88565001	88566000	*	1	0	-13.7834444122477
chr6	90418001	90419000	*	1	0	-11.9554975719359
chr6	98828001	98829000	*	0.999999913443814	0	13.6248331108144
chr6	98848001	98849000	*	1	0	11.4599618997569
chr6	99436001	99437000	*	1	0	12.354776407666
chr6	101701001	101702000	*	1	0	13.3585164835165
chr6	104556001	104557000	*	1	0	-10.905637744902
chr6	104885001	104886000	*	1	0	-11.9380848782128
chr6	105192001	105193000	*	1	0	-15.1892551892552
chr6	105666001	105667000	*	1	0	11.3782051282051
chr6	106805001	106806000	*	1	0	67.9831932773109
chr6	106840001	106841000	*	1	0	-15.8568738229755
chr6	106924001	106925000	*	1	0	14.8234503744393
chr6	106939001	106940000	*	0.999999934879039	0	23.0196912060864
chr6	108117001	108118000	*	1	0	26.1579528509146
chr6	108293001	108294000	*	1	0	-16.3036608354905
chr6	108364001	108365000	*	1	0	-11.6962513023137
chr6	109300001	109301000	*	1	0	14.186379268507
chr6	109439001	109440000	*	1	0	-23.5060218810334
chr6	110320001	110321000	*	1	0	-12.1580174211753
chr6	110329001	110330000	*	1	0	-14.079157782516
chr6	110356001	110357000	*	1	0	-17.4841330286875
chr6	111033001	111034000	*	1	0	13.4228855721393
chr6	111606001	111607000	*	1	0	15.8655177187154
chr6	112048001	112049000	*	1	0	40.9823434991974
chr6	113860001	113861000	*	1	0	-10.2679340577923
chr6	116253001	116254000	*	1	0	-70.8833313764628
chr6	116275001	116276000	*	1	0	-23.5114358667898
chr6	116461001	116462000	*	1	0	17.8130807350816
chr6	116565001	116566000	*	1	0	10.3217478087304
chr6	116682001	116683000	*	1	0	-17.6802231001627
chr6	117015001	117016000	*	1	0	10.9527381845461
chr6	117266001	117267000	*	1	0	-17.6698527512271
chr6	118342001	118343000	*	1	0	-10.8376288659794
chr6	121479001	121480000	*	1	0	16.4098173515982
chr6	129314001	129315000	*	1	0	-14.5082419749192
chr6	130260001	130261000	*	1	0	12.5926397439278
chr6	130367001	130368000	*	1	0	-19.1666323547577
chr6	131949001	131950000	*	1	0	18.158284985821
chr6	134024001	134025000	*	1	0	16.6862514688602
chr6	134098001	134099000	*	1	0	16.0248181429183
chr6	134590001	134591000	*	1	0	-22.9518540089303
chr6	135054001	135055000	*	1	0	10.5167455459162
chr6	137341001	137342000	*	1	0	-13.507025692965
chr6	138291001	138292000	*	1	0	-13.48922018782
chr6	138682001	138683000	*	1	0	-14.8495617152334
chr6	138796001	138797000	*	1	0	14.9086705301127
chr6	141395001	141396000	*	1	0	25.7097288676236
chr6	141677001	141678000	*	1	0	59.1858398341068
chr6	143538001	143539000	*	1	0	10.0404544672061
chr6	143608001	143609000	*	1	0	-10.0121111025897
chr6	144334001	144335000	*	1	0	19.2338976157796
chr6	145491001	145492000	*	1	0	11.5393465255407
chr6	146803001	146804000	*	1	0	-13.0556092620352
chr6	149320001	149321000	*	1	0	23.2597623089983
chr6	149751001	149752000	*	1	0	-39.3288001754771
chr6	150025001	150026000	*	1	0	-22.4961506216541
chr6	150303001	150304000	*	1	0	25.3529079616036
chr6	150683001	150684000	*	1	0	27.4621752783329
chr6	151209001	151210000	*	1	0	-13.6143824315867
chr6	151493001	151494000	*	1	0	-30.8708085505877
chr6	151681001	151682000	*	1	0	13.2426197886113
chr6	155248001	155249000	*	1	0	-14.9032992036405
chr6	155256001	155257000	*	1	0	-15.9267734553776
chr6	156459001	156460000	*	1	0	17.017323023437
chr6	157184001	157185000	*	1	0	-16.8984618845429
chr6	157219001	157220000	*	1	0	21.6856060606061
chr6	157229001	157230000	*	1	0	17.480577136515
chr6	157273001	157274000	*	1	0	-28.1856796116505
chr6	157310001	157311000	*	1	0	-11.3856342333164
chr6	157317001	157318000	*	1	0	-12.4060980998674
chr6	157549001	157550000	*	1	0	14.1835325410493
chr6	157775001	157776000	*	1	0	-15.5061728395062
chr6	157867001	157868000	*	1	0	-18.5648954703833
chr6	157973001	157974000	*	1	0	10.8253118911216
chr6	158017001	158018000	*	1	0	-10.8753888696854
chr6	158026001	158027000	*	1	0	16.8453679256113
chr6	158044001	158045000	*	1	0	-32.4901185770751
chr6	158200001	158201000	*	1	0	-13.0495049504951
chr6	158435001	158436000	*	1	0	14.1829848434561
chr6	158518001	158519000	*	1	0	27.7164502164502
chr6	158631001	158632000	*	1	0	28.8673503618153
chr6	158847001	158848000	*	1	0	20.2550923281934
chr6	159168001	159169000	*	1	0	15.9311835987376
chr6	159837001	159838000	*	1	0	22.5545454545455
chr6	161257001	161258000	*	1	0	12.3592218809419
chr6	161261001	161262000	*	1	0	-18.9908256880734
chr6	162294001	162295000	*	1	0	13.6242445787416
chr6	162970001	162971000	*	1	0	13.6141834743006
chr6	163137001	163138000	*	1	0	-13.1233996691219
chr6	163149001	163150000	*	1	0	13.9766377736197
chr6	163284001	163285000	*	1	0	17.6767676767677
chr6	163309001	163310000	*	1	0	25.9645061728395
chr6	163335001	163336000	*	1	0	19.1653954994868
chr6	163356001	163357000	*	1	0	19.5302089215133
chr6	163935001	163936000	*	1	0	16.7903525046382
chr6	165770001	165771000	*	1	0	14.4855144855145
chr6	165830001	165831000	*	1	0	-11.5713703653402
chr6	166422001	166423000	*	1	0	18.2378452408126
chr6	166463001	166464000	*	1	0	12.3499399759904
chr6	166470001	166471000	*	1	0	11.626870423432
chr6	166488001	166489000	*	1	0	25.3312923489554
chr6	166852001	166853000	*	1	0	-13.6372080063159
chr6	166906001	166907000	*	1	0	-13.2775632775633
chr6	166957001	166958000	*	1	0	20.0670562572375
chr6	167146001	167147000	*	1	0	-20.8478182690002
chr6	167248001	167249000	*	1	0	10.3819444444444
chr6	167647001	167648000	*	1	0	17.9980248306998
chr6	167676001	167677000	*	1	0	16.8038740920097
chr6	167690001	167691000	*	1	0	21.5058123817248
chr6	167748001	167749000	*	1	0	-14.6515130768177
chr6	167770001	167771000	*	1	0	-10.4742422977373
chr6	167932001	167933000	*	1	0	10.2272727272727
chr6	168111001	168112000	*	1	0	-15.2208950277907
chr6	168410001	168411000	*	1	0	12.9987659399424
